Text,Sentiment
nfx if it breaks down below 178.23 w volume it may retreat to support at 160 short term bearish,-1
zcs got an alert this morning bid 0.89 ask is 1.46,1
hpq awesome breakout buy on dips,1
ntsp was the big winner in the this week up 25 percent due to buy out,1
dnkn digesting gains with selling pressure pullback to the 50 d ma would be healthy,1
ft to the stock is extended take some profits and look for new base to form,1
nkd well above the moving averages look for som eprofit taking and new base formation,1
ssys currently at 200 d ma look for min 8 week base to form would be healthy,1
s from the action last week looks like s and cw may be heating up again for big run,1
short list monday azk cenx dakt emk io mvg qty snss stk tas vocs,-1
dakt short 9.88 100 simple moving average break ideal flat and trendless and red spy will trade relative weakness,-1
eading stocks analysis updated failing breakouts and high volume 50 displaced moving average breaks confirm correction aap fb ddd esf,-1
ctic looking to scale back into a long monday hoping for sub 1.30 stock,1
daa nice double bottom formed scale buy here 1.00 bullish,1
cbk long 6.22 wants back top of range 6.60 hammer off 50 simple moving average and low light volume inside day,1
chk ove this consolidation after the big move up strong support at 20 watch out for a move over 21,1
xx to cheap name but ready to clear this bull flag if volume continues,1
nke bull penant,1
end added to our list of best stock picks to trade alerts will be sent to members,1
ice is added to our best stock picks as a short trade we took profits on our short last thursday,-1
bbg short 14.86 or wait for 14.79 break low,-1
hs over 48.20 at first for a small trade to second line,1
vxx vxy may be in play spy qqq dia may pull back watch ng gaz aap gd sv and some accumulation on gdx and ngt,1
jcp aaaand there goes that sg and a increase,-1
omex to was on tv tonight show called silver ush to huge potential check this out,1
nkt to this gets to 9.60 will go thru 10.00 on the radar watch,1
nis over 260 will run hard ong,1
iking the email i just got about deck very useful cc user,1
aim looks interesting for a trade will look to open .5 pos,1
pre market winners si fas db tot htz asm ex tna e nkd,1
pre market osers ddd dds deo dst pso vxx fxy gsk io ngg,-1
ddd split today and stock is down 12 percent in 33.25 its cheap with growth expectations at this point imo nice to dip your toe on vxx spy,1
omex at 3.50 now and may break out,1
chk 6600 weekly 20.50 puts bought vs oi of 148,-1
omex sold some 3.52 buying back 3.43,1
ddd dipping in long here to oversold on split adn earnings confusion,1
aap next resistance trendline and then 463. go aapl go,1
m back above ascending triangle resistance after breaking down last week bear trap,1
gd sv p abx fcx ay ngt to gold ebounds per euro progress attention to fed report,1
ddd split today and stock is down 12 percent in 33.25 its cheap with growth expectations at this point imo nice to dip your toe,1
bac i told last week for peoples that are not in the trade next entry 11.65 on high volume imo,1
nfx anyone noticing the weak candles and support in the last hour,-1
ddd safe from italian b and s,1
ridiculous move in nflx cant believe its still going too im obviously short x,-1
ddd come on 40 i got some calls at 0.15 avg i would ove to have pay itm,1
so far it looks like wynn failed at 50 moving average,-1
ed daily triangle on dvax net profit 900.00 3.78 percent,-1
bought a little ftnt after all these hacker attacks i needed some cyber security in my portfolio,1
hig fast money crew is just not too bright buy hig cause its down 1 percent on no news o genius tomorrow it might be down 3 percent,-1
ed daily triangle on depo scaling short position pdate,1
vz making new highs again,1
ddd needs to clear 35.80 and get up to 38 or else were gonna get short term chop,1
pa 1.42 has pulled back quite a bit but due to shortages of pa and ppt this has a great long term outlook along with swc,1
shorts on gmn sina ta working well covering cve to for a small loss here,-1
aap apples stock is 36 percent lower than its september high,-1
covered ta short for a nice profit careful about tomorrow bernanke and consumer sonfidence numbers pare down positions spy,-1
is this the last stance of spw before the pump and dump collapses to 11.63,-1
ddd motley fool apologizes for wrong math not accounting for stock split guidance much higher than being reported by most,1
dg dollar general option trader buys 10 thousand calls betting 1.85 million on up move by april,1
still looking for nflx to drop back below 183,-1
news on apo,-1
theres a reason why znga is one of if not the largest lobbyist for online gambling,1
cash is now 33 percent of apples market cap aap,1
vz playing out nicely from last weeks video spy,1
goog update alert almost 100 percent today now harm in selling half and let the other half ride with a trail stop,-1
bac next stop 10.50,-1
ed monthly triangle on kwk scaling down,1
cvm announced that its taiwanese partner has added two additional clinical centers in phase iii cancer clinical trial for multikin,1
axn becoming again interesting near multiple bottom we made lot of some days ago here,1
anth cpx monitoring stricly,1
aap it may be wise to hold off on buying till they fix this second security bug they better patch it fast,-1
sps subtle bullish close 1 year weekly,1
wmt next levels of resistance 71.70 72.60 then nuthin but air note to self fills gaps nicely,1
xco looking good may be onto something here big sellers of june 6 puts bit of a floor,1
aap goog imo stock splits has wealth effect exbuy100 shares wmt in1970 worth 14 million receiving 300 thousand and yearly sdiv ex ko gis mcd etc,1
bax holding t trendline nice r and r from here,1
market wrap video and additions to watch ist including avp eoc infi see swy tat,1
everyday i have a great hangouts experience and business use case goog,1
pat one es spy update,-1
es s pat two update,-1
es spy s part three final update hedge and define risk,-1
nvda nvidia shows off phoenix reference phone at mwc 2013,1
watch for sgy to break its downward trend line to the upside for a potential move above 23.50,1
really believe this open will be a fade sold bac 11.14 greater than hard to say should stay above 11.10 imo,1
gd sv ngt abx fcx nem to goldman sachs cuts forecast for gold prices in 2013 and 2014,-1
hd bullish after its results ong if beats 67.24 stop loss 66.64,1
hd bullish after its results ong if beats 67.24 stop loss 66.64,1
swi still holding up well yet to emerge from consolidation,1
jpm 4 of last 8 days saw distribution may yet test 50 displaced moving average but little damage done longer term,1
would play it wait and see before adding more spw but adding more scty on dips,1
swy on watch list close to line with volume of 16 percent of full day average,1
v might still get a flush to 152 but longer term this is solid,1
app eric beder at brean capital launches on app an nsinkable brand initiating coverage of app with a buy ating and 2 point,1
aee quiet refuge in the recent storm,1
doe looking pretty ugly,-1
axti starting to look strong again 3 times avg volume first upside target 3.6,1
aap i am still hoping for a big split shareholders meeting bring in the value investors chase away the hedgies,1
apo shot setup posted last week would look to book gains if u played this one study,-1
aap new strategy i just purchased jan 2015 should be able to scalp the premium back over time,1
ms making the turn back up here 23 calls are cheap,1
short ideas digesting recent gains bid cf apo mcp fcx nem intc cs iag aks aap and more,-1
short ideas digesting recent gains bid cf apo mcp fcx nem intc cs aks aap further downside remains,-1
ed daily and weekly triangle on depo cover short net profit 24338.00 3.31 percent,1
aap never imagined aapl in dumps for so long bby nok,-1
